name,age,birth year,first_name,family_name,father name,mother name,alive,death_cause,occ,height,strength,speed,stamina,weight,charisma,willpower,intel,melanin,parental,compassion,dexterity,weapon_prof,wealth,academic,farmer,fighter,hunter,merchant,gatherer,ruler,years_service
s_22 124 507,62,31,507,s_22,22 124,19,0,disease,gatherer,65.2896,45.7787,48.8147,52.5494,178.167,72.5592,60.5483,79.1804,67.9888,86.7165,78.7549,74.3889,0,62774.6,1094.55,839.919,742.957,923.088,1077.95,975,907.676,0
s_53 441 1466 4374,19,86,4374,s_53,53 441 1466,5 553 1605,0,lack of mass,gatherer,71.072,41.8648,66.3385,70.2054,82.1519,76.9401,70.5284,74.1895,81.5622,76.4144,79.662,72.75,0,0,1094.54,974.685,800.84,1002.02,1091.83,975,1018.51,0
s_15 103 1172 4296,9,85,4296,s_15,15 103 1172,27 211 1226,0,lack of mass,useless,41.7872,22.8477,34.9112,42.5809,29.3792,87.95,74.9943,71.9525,83.0873,43.4455,80.1156,39.7782,0,0,1094.5,856.706,523.133,625.989,1161.28,975,782.094,0
s_20 253 760 2778 9757,7,114,9757,s_20,20 253 760 2778,1 100 791 2501,1,alive,useless,31.4786,22.5038,38.7172,44.9693,43.1717,75.7891,78.1711,70.3639,75.3353,28.2753,74.9168,37.9848,0,0,1094.49,881.219,519.213,619.998,1081.78,975,742.135,0
s_53 150 774 2456,17,70,2456,s_53,53 150 774,28 158 605,0,lack of mass,useless,67.1062,45.7199,71.336,76.0934,74.3145,83.6168,68.5946,75.1508,73.6623,69.1709,72.3489,73.6506,0,0,1094.48,967.387,797.705,993.194,1156.07,975,1027.37,0
s_73 261,27,13,261,s_73,73,94,0,disease,gatherer,60.2696,56.1205,66.2611,82.4358,165.967,69.6619,73.5691,72.663,76.8071,83.072,77.2842,73.0567,0,26100.9,1094.48,1077.79,857.022,1064.09,1041.05,975,1045.71,0
s_22 124 1168 3743,13,81,3743,s_22,22 124 1168,52 378,0,lack of mass,useless,47.3394,33.0479,49.6577,55.8603,25.422,65.9878,75.1127,71.8906,74.811,60.2483,81.2366,59.5029,0,0,1094.47,929.872,659.714,810.56,1005.11,975,839.283,0
s_54 372 978 6503,15,98,6503,s_54,54 372 978,73 314 1190,0,lack of mass,useless,60.2918,29.9869,67.7383,75.5242,48.8759,79.3016,71.3015,73.795,76.5147,68.3603,74.1752,66.3639,0,0,1094.46,943.551,724.612,915.314,1118.15,975,961.109,0
s_64 119 1368 4601,4,87,4601,s_64,64 119 1368,24 577 1779,0,accident,useless,17.9396,14.8549,24.4658,26.6326,33.2995,77.1191,68.864,75.011,73.4673,16.9962,72.5536,21.332,0,0,1094.43,744.239,421.733,486.547,1109.76,975,630.46,0
s_74 349 1791 10031,5,116,10031,s_74,74 349 1791,43 787 3022,1,alive,useless,22.723,19.351,27.2734,29.0151,32.8586,80.3165,74.9736,71.9541,68.6006,23.7058,74.1953,24.6463,0,0,1094.41,797.176,426.7,485.564,1119.69,975,652.978,0
s_11 335,14,18,335,s_11,11,84,0,lack of mass,useless,56.4936,47.3718,70.012,76.071,52.55,72.832,77.5012,70.6887,66.8206,53.7862,77.5747,61.8245,0,0,1094.39,1044.45,768.443,939.18,1056.74,975,981.179,0
s_1 237 1277 4555,34,87,4555,s_1,1 237 1277,27 211 788 1804,1,alive,gatherer,64.0254,46.1912,79.1426,70.8866,151.093,75.7846,76.0408,71.4188,80.1983,61.2944,76.896,68.75,0,4631.17,1094.39,1036.69,836.356,1028.05,1082.36,975,1051.33,0
s_21 176 509 1316 4337,13,85,4337,s_21,21 176 509 1316,56 132 831,0,lack of mass,useless,53.4345,35.1775,69.2157,59.7382,47.5304,83.1735,72.0874,73.3952,80.7746,51.2931,76.1908,44.8683,0,0,1094.39,915.808,661.627,789.231,1140.02,975,905.39,0
s_35 143 1105 2565 8119,4,106,8119,s_35,35 143 1105 2565,28 130 689 1776,0,accident,useless,16.8549,13.2542,24.4247,24.0091,33.5368,75.0608,82.1162,68.3798,68.2543,19.1944,70.0379,20.7974,0,0,1094.38,850.836,430.827,492.492,1080.49,975,653.357,0
s_29,65,0,29,s_29,,,0,disease,gatherer,67.0817,42.9394,48.1297,59.7139,166.237,67.5114,65.2678,76.8027,80.634,83.7078,80.943,71.719,0,41685.2,1094.37,895.37,738.52,924.396,1031.1,975,910.423,0
s_44 183 975 3407,43,78,3407,s_44,44 183 975,20 222 798,1,alive,gatherer,63.9659,50.0036,71.9675,67.5216,155.296,73.1915,68.9563,74.611,66.5635,65.362,88.7105,71.7325,0,56712.7,1092.62,979.075,829.536,1020.39,1050.15,975,1017.61,0
s_74 465 1996 5543,17,93,5543,s_74,74 465 1996,9 257 1482,0,lack of mass,useless,70.6358,61.8284,67.5429,84.965,83.4539,79.5453,74.5913,72.1402,65.6334,68.4921,61.4798,81.4719,0,0,1094.36,1088.81,870.712,1080.83,1140.28,975,1089,0
s_74 355 940 2620 5710,12,94,5710,s_74,74 355 940 2620,28 591 1619,0,lack of mass,useless,55.3821,37.7675,38.3314,42.0599,50.9129,76.8878,68.8969,74.9851,63.5819,52.9531,84.1833,52.6201,0,0,1094.34,845.154,604.288,722.89,1084.8,975,806.513,0
s_35 143 511 4165,8,84,4165,s_35,35 143 511,27 342 1356,0,lack of mass,useless,35.9394,26.5615,41.7075,41.5196,19.7197,81.6193,71.9411,73.4622,83.277,30.6172,77.377,38.3336,0,0,1094.33,833.203,533.276,628.866,1126.97,975,758.807,0
s_44 277 719,69,38,719,s_44,44 277,40 192,0,accident,gatherer,61.7398,39.0803,41.2281,59.125,166.301,69.1544,64.0345,77.4152,72.7318,78.0169,80.6164,68.4755,0,5907.87,1094.32,870.927,699.394,880.941,1045.09,975,877.124,0
s_96 551 1835 5211,15,91,5211,s_96,96 551 1835,5 367 861 1988,0,disease,useless,57.3961,51.0104,69.895,69.9557,71.0934,66.3331,82.112,68.3732,70.6319,51.4987,79.8913,62.0466,0,0,1094.29,1101.91,816.081,989.361,999.668,975,1008.55,0
s_27 211 2154,55,66,2154,s_27,27 211,28 497,1,alive,fighter,63.5069,69.2423,69.9021,67.133,159.681,70.793,71.294,73.4206,67.9317,68.8562,83.1262,77.6204,0,291.007,1092.47,1055.7,901.927,1089.42,1040.96,975,1061.11,37
s_61 328 1192,11,50,1192,s_61,61 328,53 201,0,lack of mass,useless,47.5342,28.6688,47.9426,59.0045,34.5079,76.256,75.1316,71.8609,69.3467,55.2639,77.4333,50.363,0,0,1094.27,921.787,614.892,754.066,1084.51,975,841.753,0
s_3 521 1637 9265,9,112,9265,s_3,3 521 1637,68 131 697 2793,1,alive,useless,37.6966,24.8663,34.8746,39.6006,45.747,70.8884,86.0496,66.4008,84.4636,46.4643,77.4176,39.8493,0,0,1094.26,950.862,538.449,637.35,1030.59,975,756.85,0
s_96 204 659 2535 6116,17,96,6116,s_96,96 204 659 2535,11 121 1101,0,lack of mass,useless,67.0118,53.3662,65.1318,74.5714,70.4087,72.2011,74.196,72.3268,75.4757,69.704,89.6897,77.9256,0,0,1094.25,1036.21,825.582,1021.62,1033.01,975,1018.41,0
s_1 275 1658 5996,7,96,5996,s_1,1 275 1658,43 895 2110,0,lack of mass,useless,31.4162,18.4122,31.635,35.6399,13.5942,79.2376,74.3985,72.224,88.2445,34.4124,82.2001,34.8512,0,0,1094.23,814.403,475.289,562.487,1096.93,975,701.331,0
s_11 121 1011 2635 7171,16,102,7171,s_11,11 121 1011 2635,27 211 1119 2995,0,lack of mass,useless,64.7271,37.2627,87.2684,97.9842,64.3951,82.3105,80.3998,69.2232,74.28,82.7689,91.7367,84.3334,0,0,1094.23,1106.72,868.935,1116.39,1090.37,975,1127.53,0
s_25 161 537,48,32,537,s_25,25 161,94,0,disease,retired,70.4066,57.8462,70.6886,78.888,102.698,65.2762,72.4063,73.2194,78.3218,68.3775,70.5688,76.5444,0,1198.54,1094.23,1061.86,877.446,1085.76,1025.45,975,1051.39,28
s_51 126,3,4,126,s_51,51,76,0,accident,useless,15.7272,15.0157,17.3795,19.113,37.5149,73.6922,77.5901,70.6241,80.0753,13.5851,76.459,17.2642,0,0,1094.19,800.697,398.517,445.674,1064.8,975,607.119,0
s_17 144 784 2482,51,70,2482,s_17,17 144 784,96 204 716,1,alive,gatherer,61.0882,51.028,45.6929,63.8533,193.41,71.4099,70.9113,73.606,81.6008,92.8917,85.3077,77.1752,0,19194.9,1092.4,988.581,788.138,984.453,1041.47,975,967.658,0
s_20 214 1496,20,57,1496,s_20,20 214,50 164,0,lack of mass,gatherer,68.1275,40.2873,71.6683,80.0795,76.7856,67.0827,71.2471,73.7926,80.2312,81.2012,82.0678,74.6652,0,0,1094.16,1006.57,825.176,1043.6,1016.82,975,1019.6,0
s_24 221,47,10,221,s_24,24,63,0,disease,retired,71.539,53.3501,75.9497,82.0136,114.033,74.8086,68.6007,75.1127,70.7571,68.8349,74.7213,77.0692,0,992.032,1094.13,1023.5,875.251,1091.89,1089.56,975,1078.53,23
s_43 329 745 1930 10073,5,116,10073,s_43,43 329 745 1930,21 176 1065 2875,1,alive,useless,20.4597,15.5974,24.3509,30.3064,38.5575,75.4745,72.9759,72.9242,64.9853,27.3246,84.8935,26.1279,0,0,1094.12,772.013,412.801,478.091,1067.31,975,623.385,0
s_3 444 1539 4524,11,87,4524,s_3,3 444 1539,56 227 1146,0,lack of mass,useless,44.4002,35.9235,50.1808,53.8714,33.3177,71.4464,72.5484,73.128,68.2077,38.8576,86.4198,49.4844,0,0,1094.02,902.135,626.526,753.789,1036.67,975,821.61,0
s_1 275 794 2160 7049,19,101,7049,s_1,1 275 794 2160,9 207 601 1903,0,lack of mass,gatherer,63.153,39.834,74.3901,73.253,66.0555,80.0666,72.015,73.3936,66.1445,74.847,74.2417,69.1687,0,0,1094.01,990.921,806.97,1006.35,1122.16,975,1035.28,0
s_24 376 1270 2891 9332,9,112,9332,s_24,24 376 1270 2891,24 376 1270 4248,1,alive,useless,37.2085,35.1127,31.4944,31.6705,71.5281,83.0482,73.8481,72.4761,71.1876,44.0523,76.2399,34.5434,0,0,1094,848.308,522.008,595.315,1136.29,975,745.535,0
s_27 342 1522 6594,16,99,6594,s_27,27 342 1522,11 184 865,0,lack of mass,useless,60.0454,43.7479,64.7231,64.4497,56.9362,77.643,73.8294,72.4849,72.2056,70.9424,74.7622,71.3764,0,0,1094,974.159,765.247,943.582,1101.43,975,973.666,0
s_74 272 1087 4649,12,88,4649,s_74,74 272 1087,6 351 1571,0,lack of mass,useless,46.5033,39.2932,53.1391,49.8647,35.2764,75.0161,75.9596,71.4191,68.4582,50.1116,75.9766,52.9396,0,0,1093.99,932.196,654.673,782.379,1077.42,975,857.454,0
s_35 143 1105 2565,50,71,2565,s_35,35 143 1105,6 127 487,1,alive,fighter,67.6849,60.9398,75.8229,67.7413,154.94,68.8571,72.8778,72.5925,69.0864,54.925,69.7206,84.4014,0,952.16,1092.14,1046.66,913.233,1121.3,1051.74,975,1074.12,32
s_51 331 1895 4989,12,90,4989,s_51,51 331 1895,27 594 2067,0,accident,useless,50.3857,40.9985,51.1226,63.4012,77.3052,80.0472,69.1221,74.8359,70.8697,54.2283,74.9694,55.7894,0,0,1093.97,935.298,700.58,860.661,1124.9,975,920.517,0
s_6 351 842 2115 6462,21,98,6462,s_6,6 351 842 2115,51 331 1306,0,lack of mass,gatherer,58.6427,39.4279,64.9922,85.5427,56.2341,67.1727,81.112,68.8392,80.1183,78.6617,81.435,69.9816,0,0,1093.95,1107.01,810.356,1027.24,1003.86,975,1024.84,0
s_5 410 1472 6310,23,97,6310,s_5,5 410 1472,68 363 980,0,disease,gatherer,64.5329,45.281,61.93,75.6831,178.81,73.2167,74.929,71.9273,77.6177,104.381,80.5496,81.2193,0,773.341,1093.92,1037.25,834.293,1057.38,1057.2,975,1037.2,0
s_40 160 617 2666 8221,14,107,8221,s_40,40 160 617 2666,15 103 737 2364,1,alive,useless,59.6309,57.0568,67.0181,69.5085,72.085,80.9962,67.3032,75.7375,74.7065,57.2131,79.4312,62.5431,0,0,1093.89,961.529,771.201,928.891,1125.32,975,979.741,0
s_21 137,53,5,137,s_21,21,93,0,lack of mass,retired,68.3099,52.4211,73.3146,70.0858,77.4085,68.521,69.6615,74.382,73.4954,71.4708,70.6138,75.2231,0,930.115,1093.88,1012.13,865.697,1062.01,1052.97,975,1037.52,28
s_28 285 1147 8742,12,109,8742,s_28,28 285 1147,17 445 1733 4215,1,alive,useless,45.0154,44.4219,49.7255,52.0825,34.929,78.6969,69.5061,74.6333,68.5213,48.6651,77.4535,55.0499,0,0,1093.86,895.257,661.583,792.034,1109.87,975,859.484,0
s_54 299,18,15,299,s_54,54,60,0,lack of mass,gatherer,64.3702,44.4828,71.3478,75.5779,68.5038,73.4959,71.2216,73.7714,75.3063,78.7524,77.9727,71.6938,0,0,1093.82,1005.43,823.566,1027.26,1069.84,975,1027.81,0
s_20 214 1025 2295 5277,15,92,5277,s_20,20 214 1025 2295,25 161 537 1786,0,lack of mass,useless,55.8869,42.8034,56.6066,66.6186,53.2079,78.3902,80.3244,69.218,81.445,75.0872,82.8248,65.7886,0,0,1093.8,1034.92,738.697,908.997,1080.74,975,966.061,0
s_20 222 675 2475,51,70,2475,s_20,20 222 675,5 113 421,1,alive,gatherer,60.8528,45.9666,49.6714,62.0628,176.962,64.3939,67.4264,75.3258,69.7081,86.3769,71.1089,76.1554,0,16945.7,1092.08,936.652,772.441,968.318,1025.92,975,928.333,0
s_74 465 1509 4159 9623,7,114,9623,s_74,74 465 1509 4159,53 610 2668,1,alive,useless,29.2244,23.2262,34.4184,42.0419,52.6539,79.3884,83.4929,67.6309,72.0929,34.7452,77.6698,33.3969,0,0,1093.77,923.4,505.342,594.376,1093.27,975,747.54,0
s_53 350 1563 3475 8398,13,108,8398,s_53,53 350 1563 3475,54 415 1440 3632,1,alive,useless,47.551,47.8806,50.3916,55.561,84.8236,65.493,76.1082,71.3207,73.617,57.4,81.4472,60.9512,0,0,1093.75,974.401,702.686,846.767,999.519,975,868.742,0
s_44 183 975 2203 10655,2,119,10655,s_44,44 183 975 2203,64 119 973 2294 5240,1,alive,useless,9.42151,7.98959,9.88537,12.55,23.7568,76.198,68.7149,75.0155,74.7761,12.3038,83.1005,12.3664,0,0,1093.73,660.2,295.79,318.593,1082.23,975,498.55,0
s_32,41,0,32,s_32,,,0,disease,fighter,66.3603,68.2514,80.0629,79.8097,151.251,72.7022,72.5873,73.0778,78.0257,64.4513,73.2475,76.7773,0,4998.31,1093.71,1096.27,930.309,1132.34,1071.65,975,1110.83,18
s_53 305 869 7481,9,103,7481,s_53,53 305 869,35 493 1576,0,lack of mass,useless,37.3976,30.811,37.3676,36.9023,12.6097,82.5963,67.7951,75.4735,75.3781,38.3826,73.2927,39.3134,0,0,1093.71,797.697,532.874,623.25,1148.01,975,747.959,0
s_5 336 1225,70,51,1225,s_5,5 336,34 473,1,alive,gatherer,68.1545,51.4634,52.2017,42.6123,170.676,64.1776,65.2652,76.4094,84.1956,73.6823,87.1136,62.4172,0,60261.3,1092.06,876.413,733.67,874.094,995.644,975,880.223,0
s_6 173 1660 5552,16,93,5552,s_6,6 173 1660,32 111 423,0,lack of mass,useless,58.1294,42.2906,79.2782,81.7241,43.1727,73.8019,78.415,70.1608,72.6645,63.2147,74.1577,67.4098,0,0,1093.68,1060.48,803.666,995.766,1068.78,975,1024.04,0
s_74 272 1087 2471 5761,15,94,5761,s_74,74 272 1087 2471,32 111 423,0,lack of mass,useless,62.9868,53.8711,64.3673,57.466,59.5495,70.5958,72.4201,73.152,80.9464,67.5798,69.0764,68.5871,0,0,1093.62,970.611,776.06,932.787,1065.47,975,950.036,0
s_61 474 2172 6962,18,101,6962,s_61,61 474 2172,15 219 1140,0,lack of mass,gatherer,64.7738,42.9652,62.3136,82.3045,55.1121,72.5196,77.2792,70.72,74.1792,76.7548,84.1124,82.2375,0,0,1093.6,1080.17,849.905,1082.98,1041.57,975,1059.83,0
s_39 189 1135 4368 10544,3,118,10544,s_39,39 189 1135 4368,52 325 1193 3752,1,alive,useless,15.6083,10.8956,15.0909,20.3934,29.6081,77.3901,72.2053,73.2543,80.7328,19.7885,75.7075,15.6124,0,0,1093.57,720.431,336.561,372.952,1100.08,975,553.624,0
s_98 337 1347 3668 9227,9,112,9227,s_98,98 337 1347 3668,11 121 937 4895,1,alive,useless,38.225,30.5313,37.1201,46.213,55.0163,73.8159,73.6764,72.5187,80.7682,34.5427,76.9772,40.9073,0,0,1093.57,873.75,551.092,655.303,1070.31,975,757.819,0
s_37 174 1641 3598,39,80,3598,s_37,37 174 1641,56 315 1333,0,disease,fighter,70.9048,59.9249,88.0737,89.716,142.326,70.0872,69.1435,74.7845,77.1765,73.3728,71.6591,69.9582,0,1395.62,1093.56,1070.01,908.049,1115.07,1061.65,975,1102.74,22
s_85 197,28,9,197,s_85,85,7,0,disease,gatherer,68.1745,55.0825,68.5407,81.9539,161.248,76.1157,70.6436,74.031,76.5056,65.0947,77.7764,74.2726,0,27905,1093.53,1046.9,858.062,1067.74,1089.35,975,1068.15,0
s_3 297 990 3579,20,80,3579,s_3,3 297 990,56 132 1474,0,lack of mass,gatherer,64.5938,38.6275,65.383,78.1097,67.5932,79.2026,73.5066,72.5986,77.5865,80.2711,73.947,72.1036,0,0,1093.52,1018.67,802.059,1013.43,1114.32,975,1035.95,0
s_15 219 802 3843,10,82,3843,s_15,15 219 802,15 219 853,0,lack of mass,useless,49.6915,33.0413,52.5708,51.0842,39.2001,72.1844,70.9224,73.8905,69.0037,45.9753,70.2511,44.2447,0,0,1093.52,869.487,600.724,716.336,1076.46,975,804.731,0
s_99 135 1048,18,47,1048,s_99,99 135,40 359,0,lack of mass,gatherer,62.8564,52.7162,72.459,74.9777,62.7586,80.6522,81.2138,68.7436,67.6174,70.5922,76.5993,74.5687,0,0,1093.5,1117.34,871.558,1074.12,1107.6,975,1100.19,0
s_34 532 2480 8410,12,108,8410,s_34,34 532 2480,54 186 501 1980,0,lack of mass,useless,46.3121,27.5014,38.7712,43.2176,33.2052,80.5329,83.4631,67.6188,73.8719,62.0926,82.2419,51.0286,0,0,1093.5,948.699,591.03,715.648,1092.1,975,832.217,0
s_3 140 700 2527 7111,13,101,7111,s_3,3 140 700 2527,27 107 824 1893,0,lack of mass,useless,59.4297,43.1371,51.9312,54.1819,38.7492,75.8427,75.0752,71.8126,76.2885,53.3227,62.9728,44.2578,0,0,1093.5,954.556,649.965,763.125,1110.39,975,872.555,0
s_99 166 583 1537 5666,14,94,5666,s_99,99 166 583 1537,54 732,0,lack of mass,useless,53.3331,37.5157,45.4259,55.6183,44.1955,77.8105,67.9899,75.3547,67.1803,53.1696,76.4666,62.8421,0,0,1093.5,874.903,660.69,816.178,1107.8,975,864.699,0
s_28 158 1478,65,56,1478,s_28,28 158,15 345,1,alive,retired,65.7135,54.2599,64.9888,74.556,154.445,72.934,66.7313,75.6434,76.0136,76.7061,81.1507,71.8842,0,2444.24,1091.77,995.269,834.164,1031.99,1066.57,975,1023.8,40
s_43 329 1309 3158,45,76,3158,s_43,43 329 1309,98 377 1029,1,alive,gatherer,67.9553,53.7682,63.5495,84.3082,166.221,62.6024,83.8498,66.9957,78.8188,78.32,75.2725,65.5697,0,62086.7,1091.31,1174.4,839.195,1035.8,980.059,975,1045.35,0
s_35 143 511 1303 3235 9467,8,113,9467,s_35,35 143 511 1303 3235,6 351 842 2058 4585,1,alive,useless,34.7651,34.3784,35.0952,40.6607,53.0256,80.8349,75.9995,71.3422,79.6923,36.7171,72.0601,32.9667,0,0,1093.42,885.045,528.041,608.714,1125.75,975,756.474,0
s_5 367 1271 2962,17,75,2962,s_5,5 367 1271,1 275 1120,0,lack of mass,useless,67.2519,58.6974,72.0659,82.4854,63.7901,69.9157,71.7824,73.4469,75.349,55.2157,70.7553,71.6355,0,0,1093.38,1051.28,840.908,1030.85,1058.24,975,1030.32,0
s_5 336 1225 4288 10383,4,117,10383,s_5,5 336 1225 4288,15 400 1561 3454,1,alive,useless,19.0011,17.7745,16.9037,23.4485,41.8432,76.3986,76.952,70.8605,74.5431,23.0634,84.5771,19.1034,0,0,1093.37,792.062,380.727,423.957,1068.22,975,599.209,0
s_99 395 1328,2,53,1328,s_99,99 395,39 356,0,disease,useless,11.5196,9.67197,10.2928,13.0888,29.2574,71.6616,71.0352,73.8167,76.944,13.3855,82.1028,13.1857,0,0,1093.34,707.599,339.162,374.64,1048.88,975,532.089,0
s_37 369 1296 3096 9060,10,111,9060,s_37,37 369 1296 3096,33 327 1036 2752,1,alive,useless,37.8005,38.6097,41.6714,49.5835,68.4365,78.5914,83.9869,67.3388,69.9403,46.2148,76.0681,50.6048,0,0,1093.32,997.4,626.763,748.55,1090.02,975,850.891,0
s_15 400 1241,8,51,1241,s_15,15 400,17 249,0,accident,useless,34.249,30.5735,32.2498,38.1381,87.9876,78.9804,72.9277,72.8663,65.7061,38.6361,70.3646,39.424,0,0,1093.3,862.484,557.631,661.221,1120.73,975,770.744,0
s_6 351 842 2058 9275,9,112,9275,s_6,6 351 842 2058,53 150 455 1373,1,alive,useless,38.905,28.5973,37.7746,41.9915,65.9217,75.5357,73.8556,72.4012,77.8531,39.291,80.6683,37.2559,0,0,1093.29,856.252,531.265,626.076,1074.62,975,745.993,0
s_53 610 1623 5228,17,91,5228,s_53,53 610 1623,48 116 1032,0,disease,fighter,68.5043,61.6174,80.2379,83.1114,80.9154,77.8605,77.0681,70.7941,75.6586,63.8848,70.8672,73.5138,0,0,1093.28,1127.8,911.669,1116.37,1105.67,975,1130.25,0
s_39 189 1135 3209 8175,14,107,8175,s_39,39 189 1135 3209,28 591 2178,0,lack of mass,useless,62.0457,35.4284,64.5638,63.3948,58.1681,71.1781,79.7481,69.4531,70.2993,72.2933,83.3852,68.8157,0,0,1093.27,999.699,738.215,914.556,1029.84,975,947.68,0
s_56 132 1017 5100,12,90,5100,s_56,56 132 1017,61 391 1655,0,disease,useless,43.8639,46.6573,47.3492,47.2337,76.1016,75.5838,74.6754,71.9889,74.2942,43.4511,72.868,56.2287,0,0,1093.27,953.752,701.764,838.271,1089.32,975,889.579,0
s_98 337 1213 3357 10562,3,118,10562,s_98,98 337 1213 3357,53 305 869 2415 5184,1,alive,useless,13.6977,12.0544,15.7728,17.7956,28.4311,81.563,66.4665,76.0924,87.0661,18.0103,71.9714,14.5456,0,0,1093.26,665.398,327.899,359.647,1145.27,975,544.671,0
s_25 338,66,18,338,s_25,25,41,0,disease,gatherer,69.8718,40.919,45.6261,49.7477,173.538,66.7134,64.2184,77.2155,69.648,76.5434,82.8489,69.7171,0,20630.8,1093.25,849.966,709.271,880.2,1022.94,975,874.687,0
s_43 876 2361 5218,18,91,5218,s_43,43 876 2361,20 222 1018,0,lack of mass,gatherer,68.5858,54.9465,61.3843,64.9589,78.9527,69.6666,76.9632,70.841,66.749,63.7741,76.0208,80.4618,0,0,1093.23,1055.84,855.24,1055.42,1038.15,975,1034.41,0
s_25 161 1026,15,46,1026,s_25,25 161,96 108,0,lack of mass,useless,60.2469,49.228,68.6911,74.0451,58.4788,73.6474,66.1612,76.2398,73.3944,54.0578,69.3356,64.2597,0,0,1093.2,943.791,762.761,935.162,1095.58,975,957.569,0
s_21 392 1925,57,64,1925,s_21,21 392,27 107 504,1,alive,gatherer,63.723,44.4563,55.5208,78.6692,164.252,66.175,72.8116,72.5471,83.548,86.4501,79.721,82.0835,0,42647.8,1091.36,1032.44,825.534,1056.42,1012.82,975,1009.1,0
s_25 461 2007,16,65,2007,s_25,25 461,48 332,0,accident,useless,67.6785,55.2162,74.0693,69.6226,119.933,73.5937,75.7615,71.4361,72.6266,61.4543,72.0763,68.0804,0,0,1093.17,1056.37,846.987,1028.76,1075.31,975,1049.72,0
s_53,63,0,53,s_53,,,0,lack of mass,retired,68.7315,44.6852,63.0663,63.1487,52.1135,69.9582,64.9643,76.6706,75.1137,73.3026,78.791,73.258,0,1227.97,1093.16,927.404,802.918,993.393,1053.54,975,976.892,32
s_20 222 587 1861 4674 10699,2,119,10699,s_20,20 222 587 1861 4674,54 543 1629 3683,1,alive,useless,10.9589,9.00482,10.0425,10.4631,27.2611,77.1414,71.5759,73.5265,81.4285,11.3157,77.2668,14.2655,0,0,1093.14,683.488,304.01,327.171,1096.04,975,512.087,0
s_25 161 483 2232 5067 9066,10,111,9066,s_25,25 161 483 2232 5067,15 103 737 4811,1,alive,useless,39.4186,27.1336,57.7887,51.835,56.1993,67.3062,82.6553,67.9863,81.442,47.4444,80.6887,53.0443,0,0,1093.14,960.041,635.065,771.733,1003.72,975,831.345,0
s_98 337 1213 3357 6924,21,100,6924,s_98,98 337 1213 3357,27 342 1188 2779,1,alive,gatherer,61.233,50.4653,72.2237,75.6515,169.492,78.5608,68.5426,75.0417,64.9386,74.0385,64.7659,66.6222,0,5480.76,1093.13,996.014,821.108,1011.18,1135.52,975,1033.29,0
s_61 474 1686 6487,12,98,6487,s_61,61 474 1686,43 876 2275,0,lack of mass,useless,43.492,38.1049,56.0287,58.4281,26.7083,84.4525,71.1406,73.7425,71.3298,41.8309,74.3422,56.1565,0,0,1093.13,909.904,668.116,812.341,1153.71,975,893.886,0
s_54 186 673 2444 10773,2,119,10773,s_54,54 186 673 2444,98 337 1432 5222,1,alive,useless,9.95804,12.3671,15.0049,13.5923,22.1914,80.431,77.9821,70.3207,70.3527,10.9263,68.2165,11.3136,0,0,1093.12,754.383,323.424,343.506,1127.55,975,552.011,0
s_37 174 1641 5677,27,94,5677,s_37,37 174 1641,9 257 2732,1,alive,gatherer,61.7662,48.9952,63.5732,76.9041,183.553,80.0324,75.1823,71.7184,68.1933,78.4891,75.4287,78.6621,0,15651.1,1093.1,1054.8,843.379,1060.16,1114.52,975,1064.15,0
s_96 204 2127 5256,19,91,5256,s_96,96 204 2127,40 303 1318,0,accident,gatherer,65.0641,60.5778,65.4823,68.4689,175.868,82.0485,85.3549,66.6279,76.0839,67.9899,79.3703,65.6038,0,2355.18,1093.05,1155.33,848.343,1019.7,1105.48,975,1087.54,0
s_5 336 974 2682 6047,18,96,6047,s_5,5 336 974 2682,44 277 1022,0,lack of mass,gatherer,57.0128,47.4254,57.3377,80.7056,51.1984,81.2002,75.2537,71.6762,71.3502,71.747,79.0346,72.9951,0,0,1093.03,1070.13,819.495,1028.88,1115.36,975,1049.08,0
s_3 444 1802 6500,15,98,6500,s_3,3 444 1802,17 445 1850,0,lack of mass,useless,52.2349,34.2448,55.2743,59.4871,40.3622,76.9147,76.9462,70.8278,79.757,72.4286,84.4152,78.6896,0,0,1093.01,958.041,734.325,927.082,1072.06,975,938.804,0
s_20 222 587 1828 5650,0,94,5650,s_20,20 222 587 1828,15 155 687 2217,0,disease,useless,4.01249,3.03448,4.02291,5.37729,7.94561,69.1001,74.2999,72.1502,77.5408,4.20939,83.4602,4.07642,0,0,1093,693.935,274.549,287.148,1023.23,975,467.235,0
s_61 391 1655,61,60,1655,s_61,61 391,37 290 709,1,alive,gatherer,57.3147,51.579,48.257,58.431,169.707,71.6654,67.7769,75.0671,79.7014,77.1759,78.7163,75.2461,0,74153.8,1091.26,947.427,782.91,969.077,1060.83,975,949.335,0
